Tag,List,Class,Drawn_out_level,Successful_apps_at_DOL,Total_apps_at_DOL,Chance_at_DOL,Chance_with_First_choice,Animal,Sex,UnitCode,SeasonCode,Weapon,SeasonWeapon,DOL,Quota,Choice 1 Applicants,Dates,Notes,New,HD,hybrid,PLO,RFW,NoApps,nopoints,Valid GMUs,harvestunit,Total_Acres,Public_Acres,Public_Percent,Drawn_out_level24,Chance_at_DOL24,Drawn_out_level23,Chance_at_DOL23,Chance_at_DOLN,DOLE25,Chance_at_DOLN24,DOL24,DOLE24,Chance_at_DOLN23,DOL23,DOL3,DOLE23,slope,predictedDrawnOut,PredPrefPoints,Predpercent,PredPrefPercent
DM116L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14   Late Plains,Plains,New,No,No,No,No,NA,N,116,No Harvest Stats Available,1022639,0,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM117L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14   Late Plains,Plains,New,No,No,No,No,NA,N,117,No Harvest Stats Available,477253,63,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM122L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14   Late Plains,Plains,New,No,No,No,No,NA,N,"122,127,132","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",2870162,43370,1.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM125L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14   Late Plains,Plains,New,No,No,No,No,NA,N,"125,130","No Harvest Stats Available,No Harvest Stats Available",1090833,115549,10.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM126L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14   Late Plains,Plains,New,No,No,No,No,NA,N,"126,146","No Harvest Stats Available,No Harvest Stats Available",1660961,52444,3.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM129L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14   Late Plains,Plains   Landowner permission is advisable before applying. Most land is private.,New,No,No,No,No,NA,N,129,No Harvest Stats Available,250386,526,0.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM136L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14   Late Plains,Plains,New,No,No,No,No,NA,N,"136,147","No Harvest Stats Available,No Harvest Stats Available",907113,48440,5.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM137L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14   Late Plains,Plains,New,No,No,No,No,NA,N,"137,138,143,144","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",2251057,299799,13.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM139L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14   Late Plains,Plains,New,No,No,No,No,NA,N,"139,145","No Harvest Stats Available,No Harvest Stats Available",1532114,102477,6.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM141L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14   Late Plains,Plains,New,No,No,No,No,NA,N,141,No Harvest Stats Available,241723,594,0.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM142L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14   Late Plains,Plains,New,High Demand,Hybrid,No,No,NA,N,142,No Harvest Stats Available,375065,477,0.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM951L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14   Late Plains,Plains,New,No,No,No,No,NA,N,951,No Harvest Stats Available,998103,20723,2.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE038L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-Jan. 31   Late,Jefferson County Portion Only,New,No,No,No,No,NA,N,38,No Harvest Stats Available,495372,151588,30.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF038L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov 28-Dec. 13,Jefferson County Portion Only,New,No,No,No,No,NA,N,38,No Harvest Stats Available,495372,151588,30.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF009L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov 28-Dec. 13,Landowner permission is advisable before applying. Most land is private.,New,No,No,No,No,NA,N,"9,19,191","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1238031,450715,36.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF591L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 1-Jan. 31   Late,"See Fort Carson under ""Closures"".,Fort Carson See Brochure",New,No,No,No,No,NA,N,591,No Harvest Stats Available,225907,0,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM591L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 1-Jan. 31   Late,"See Fort Carson under ""Closures"".,Fort Carson See Brochure",New,No,No,No,No,NA,N,591,No Harvest Stats Available,225907,0,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM009L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 1-Jan. 31   Late,Landowner permission is advisable before applying. Most land is private.,New,No,No,No,No,NA,N,9,No Harvest Stats Available,432825,2056,0.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF056L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept. 1-Oct. 31   Late,Special Restrictions See Brochure,New,No,No,No,No,NA,N,"56,57","No Harvest Stats Available,No Harvest Stats Available",537815,389389,72.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF069L1R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sept. 1-Oct. 31   Late,Special Restrictions See Brochure,New,No,No,No,No,NA,N,"69,581","No Harvest Stats Available,No Harvest Stats Available",1029238,391566,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE104L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains   Landowner permission is advisable before applying. Most land is private.,White-tailed Deer Only",New,No,No,No,No,NA,N,104,No Harvest Stats Available,1569733,63621,4.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE105L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"105,106","No Harvest Stats Available,No Harvest Stats Available",1870866,3465,0.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE107L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,107,No Harvest Stats Available,1335793,1090,0.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE109L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,109,No Harvest Stats Available,1120275,475,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE116L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"116,117","No Harvest Stats Available,No Harvest Stats Available",1499892,63,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE122L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"122,127,132","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",2870162,43370,1.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE125L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"125,130","No Harvest Stats Available,No Harvest Stats Available",1090833,115549,10.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE126L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"126,146","No Harvest Stats Available,No Harvest Stats Available",1660961,52444,3.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE129L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains   Landowner permission is advisable before applying. Most land is private.,White-tailed Deer Only",New,No,No,No,No,NA,N,129,No Harvest Stats Available,250386,526,0.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE136L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"136,141,147","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1148837,49034,4.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE137L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"137,138,143,144","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",2251057,299799,13.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE139L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"139,145","No Harvest Stats Available,No Harvest Stats Available",1532114,102477,6.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF104L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains   Landowner permission is advisable before applying. Most land is private.,White-tailed Deer Only",New,No,No,No,No,NA,N,104,No Harvest Stats Available,1569733,63621,4.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF105L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"105,106","No Harvest Stats Available,No Harvest Stats Available",1870866,3465,0.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF107L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,107,No Harvest Stats Available,1335793,1090,0.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF109L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,109,No Harvest Stats Available,1120275,475,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF116L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"116,117","No Harvest Stats Available,No Harvest Stats Available",1499892,63,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF122L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"122,127,132","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",2870162,43370,1.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF125L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"125,130","No Harvest Stats Available,No Harvest Stats Available",1090833,115549,10.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF126L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"126,146","No Harvest Stats Available,No Harvest Stats Available",1660961,52444,3.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF129L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains   Landowner permission is advisable before applying. Most land is private.,White-tailed Deer Only",New,No,No,No,No,NA,N,129,No Harvest Stats Available,250386,526,0.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF136L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"136,141,147","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",1148837,49034,4.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF137L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"137,138,143,144","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",2251057,299799,13.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF139L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-14,"Plains,White-tailed Deer Only",New,No,No,No,No,NA,N,"139,145","No Harvest Stats Available,No Harvest Stats Available",1532114,102477,6.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE038L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-Jan. 31   Late,Special Restrictions See Brochure,New,No,No,No,No,NA,N,38,No Harvest Stats Available,495372,151588,30.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF038L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 1-Jan. 31   Late,Special Restrictions See Brochure,New,No,No,No,No,NA,N,38,No Harvest Stats Available,495372,151588,30.6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF103L2R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jan. 1-15,"Plains,Whitetail Only See Brochure,White-tailed Deer Only",New,No,No,No,No,NA,N,"103,109","No Harvest Stats Available,No Harvest Stats Available",1259434,11199,0.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF104L3R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct. 1-Dec. 31   Late Plains,"Plains   Landowner permission is advisable before applying. Most land is private.,Special Restrictions See Brochure",New,No,No,No,No,NA,N,104,No Harvest Stats Available,1569733,63621,4.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE087O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 15-31,Plains,New,No,No,No,No,NA,N,"87,88,89,90,95","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",12372542,1094236,8.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE091O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 15-31,Plains,New,No,No,No,No,NA,N,91,No Harvest Stats Available,256841,46060,17.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE092O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 15-31,Plains,New,No,No,No,No,NA,N,92,No Harvest Stats Available,194181,15251,7.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE093O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 15-31,Plains,New,No,No,No,No,NA,N,"93,97,98,100","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",14531786,38856,0.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE094O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 15-31,Plains,New,No,No,No,No,NA,N,"94,951","No Harvest Stats Available,No Harvest Stats Available",5423262,63946,1.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE096O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 15-31,Plains,New,No,No,No,No,NA,N,96,No Harvest Stats Available,825547,35899,4.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE099O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 15-31,Plains,New,No,No,No,No,NA,N,99,No Harvest Stats Available,5410511,14626,0.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE101O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 15-31,Plains,New,No,No,No,No,NA,N,"101,102","No Harvest Stats Available,No Harvest Stats Available",4648280,36964,0.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE103O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 15-31,Plains,New,No,No,No,No,NA,N,103,No Harvest Stats Available,417478,32173,7.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE104O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 15-31,Plains   Landowner permission is advisable before applying. Most land is private.,New,No,No,No,No,NA,N,"104,105,106","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",10321796,201257,1.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE107O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 15-31,Plains,New,No,No,No,No,NA,N,107,No Harvest Stats Available,4007378,3269,0.1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE109O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 15-31,Plains,New,No,No,No,No,NA,N,109,No Harvest Stats Available,3360824,1424,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE116O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 15-31,Plains,New,No,No,No,No,NA,N,"116,117","No Harvest Stats Available,No Harvest Stats Available",4499677,189,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE122O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 15-31,Plains,New,No,No,No,No,NA,N,"122,125,126,127,129,130,132,139,145,146","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",22213366,943094,4.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE136O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 15-31,Plains,New,No,No,No,No,NA,N,"136,141,147","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",3446510,147102,4.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE137O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec. 15-31,Plains,New,No,No,No,No,NA,N,"137,138,143,144","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",6753171,899397,13.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE087O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 4-30,Plains,New,No,No,No,No,NA,N,"87,88,89,90,95","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",12372542,1094236,8.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE091O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 4-30,Plains,New,No,No,No,No,NA,N,91,No Harvest Stats Available,256841,46060,17.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE092O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 4-30,Plains,New,No,No,No,No,NA,N,92,No Harvest Stats Available,194181,15251,7.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE093O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 4-30,Plains,New,No,No,No,No,NA,N,"93,97,98,100","No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available,No Harvest Stats Available",14531786,38856,0.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE094O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 4-30,Plains,New,No,No,No,No,NA,N,"94,951","No Harvest Stats Available,No Harvest Stats Available",5423262,63946,1.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE096O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 4-30,Plains,New,No,No,No,No,NA,N,96,No Harvest Stats Available,825547,35899,4.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE099O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 4-30,Plains,New,No,No,No,No,NA,N,99,No Harvest Stats Available,5410511,14626,0.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE101O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 4-30,Plains,New,No,No,No,No,NA,N,"101,102","No Harvest Stats Available,No Harvest Stats Available",4648280,36964,0.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE103O1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov. 4-30,Plains,New,No,No,No,No,NA,N,103,No Harvest Stats Available,417478,32173,7.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
